timeSec,value
0.9333,-0.008677
0.9417,-0.007084
0.95,0.012329
0.9583,0.01843
0.9667,0.017274
0.975,0.005587
0.9833,0.024719
0.9917,0.037792
1,0.059742
1.0083,0.06127
1.0167,0.079959
1.025,0.075692
1.0333,0.089199
1.0417,0.059423
1.05,0.060114
1.0583,0.030978
1.0667,0.027712
1.075,0.023365
1.0833,-0.00638
1.0917,-0.00592
1.1,0.011404
1.1083,-0.014592
1.1167,0.000604
1.125,-0.003267
1.1333,-0.015304
1.1417,-0.02424
1.15,-0.141321
1.1583,-0.11506
1.1667,0.279663
1.175,0.72741
1.1833,0.907085
1.1917,0.676576
1.2,0.28727
1.2083,0.080418
1.2167,0.020191
1.225,-0.012897
1.2333,0.007768
1.2417,0.000306
1.25,-0.007392
1.2583,-0.00484
1.2667,-0.009025
1.275,0.010526
1.2833,0.021843
1.2917,0.022211
1.3,0.020556
1.3083,0.040013
1.3167,0.037867
1.325,0.058032
1.3333,0.082376
1.3417,0.090726
1.35,0.094011
1.3583,0.133992
1.3667,0.141183
1.375,0.180965
1.3833,0.179573
1.3917,0.16953
1.4,0.183284
1.4083,0.165238
1.4167,0.157108
1.425,0.142493
1.4333,0.112795
1.4417,0.097073
1.45,0.062108
1.4583,0.042869
1.4667,0.030701
1.475,0.029886
1.4833,0.0337
1.4917,0.018421
1.5,0.016786
1.5083,0.009175
1.5167,0.012849
1.525,0.01187
1.5333,-0.012419
1.5417,-0.013498
1.55,0.019311
1.5583,0.001026
1.5667,0.013621
1.575,-0.006377
1.5833,-0.002081
1.5917,0.014016
1.6,-0.012259
1.6083,0.018647
1.6167,0.015102
1.625,-0.011967
1.6333,0.004057
1.6417,0.004316
1.65,0.020503
1.6583,0.018481
1.6667,0.009676
1.675,-0.013951
1.6833,0.020807
1.6917,0.001754
1.7,-0.013322
1.7083,-0.007276
1.7167,0.021391
1.725,0.0144
1.7333,0.013297
1.7417,-0.004539
1.75,0.011635
1.7583,0.006127
1.7667,0.012772
1.775,-0.013329
1.7833,0.004094
1.7917,-0.000617
1.8,0.010072
1.8083,0.01965
1.8167,0.020106
1.825,0.014938
1.8333,0.017275
1.8417,-0.002397
1.85,0.010081
1.8583,0.014943
1.8667,0.050158
1.875,0.059641
1.8833,0.068526
1.8917,0.063524
1.9,0.098832
1.9083,0.080767
1.9167,0.094288
1.925,0.07302
1.9333,0.064434
1.9417,0.042077
1.95,0.01414
1.9583,0.006937
1.9667,-0.001663
1.975,0.014857
1.9833,-0.001766
1.9917,0.007652
2,-0.002663
2.0083,0.013321
2.0167,0.002822
2.025,-0.051801
2.0333,-0.163754
2.0417,-0.062585
2.05,0.320603
2.0583,0.787172
2.0667,0.925918
2.075,0.612805
2.0833,0.259771
2.0917,0.061377
2.1,-0.002745
2.1083,0.020614
2.1167,-0.001214
2.125,0.016453
2.1333,-0.002191
2.1417,0.012436
2.15,-0.000275
2.1583,-0.009333
2.1667,0.005693
2.175,0.026317
2.1833,0.008346
2.1917,0.03114
2.2,0.040284
2.2083,0.049994
2.2167,0.08615
2.225,0.074113
2.2333,0.103509
2.2417,0.122284
2.25,0.148348
2.2583,0.151881
2.2667,0.1785
2.275,0.166762
2.2833,0.19594
2.2917,0.167205
2.3,0.164999
2.3083,0.138144
2.3167,0.113821
2.325,0.07822
2.3333,0.060516
2.3417,0.052907
2.35,0.049168
2.3583,0.020772
2.3667,0.021189
2.375,0.009982
2.3833,0.014547
2.3917,-0.000171
2.4,0.014064
2.4083,-0.003481
2.4167,-0.003036
2.425,0.016805
2.4333,0.002799
2.4417,0.012706
2.45,-0.003507
2.4583,-0.000639
2.4667,0.002408
2.475,-0.000374
2.4833,0.014736
2.4917,-0.0055
2.5,0.017193
2.5083,-0.003682
2.5167,0.012934
2.525,0.001618
2.5333,0.001618
2.5417,0.012653
2.55,0.020609
2.5583,-0.007473
2.5667,0.007305
2.575,0.014965
2.5833,-0.004411
2.5917,0.005703
2.6,0.007412
2.6083,0.0205
2.6167,0.008487
2.625,-0.011218
2.6333,0.009128
2.6417,-0.008121
2.65,-0.005173
2.6583,0.004628
2.6667,0.017672
2.675,0.011127
2.6833,0.002228
2.6917,0.009327
2.7,0.00536
2.7083,0.022677
2.7167,0.025698
2.725,0.007875
2.7333,0.03566
2.7417,0.044031
2.75,0.025395
2.7583,0.059835
2.7667,0.077329
2.775,0.093805
2.7833,0.07907
2.7917,0.085681
2.8,0.089743
2.8083,0.084262
2.8167,0.064327
2.825,0.04378
2.8333,0.029986
2.8417,0.009754
2.85,0.006468
2.8583,0.021375
2.8667,0.007693
2.875,0.017895
2.8833,-0.003088
2.8917,0.003956
2.9,0.00563
2.9083,-0.04722
2.9167,-0.1592
2.925,-0.048096
2.9333,0.404671
2.9417,0.813681
2.95,0.889068
2.9583,0.560116
2.9667,0.196977
2.975,0.04153
2.9833,-0.00455
2.9917,0.003866
3,0.000671
3.0083,0.0194
3.0167,0.022094
3.025,0.019291
3.0333,-0.007738
3.0417,-0.004413
3.05,0.005859
3.0583,0.028485
3.0667,0.021602
3.075,0.014079
3.0833,0.045942
3.0917,0.066935
3.1,0.082977
3.1083,0.09744
3.1167,0.126272
3.125,0.119063
3.1333,0.172631
3.1417,0.173961
3.15,0.176242
3.1583,0.200374
3.1667,0.192704
3.175,0.188258
3.1833,0.159929
3.1917,0.139433
3.2,0.131098
3.2083,0.098982
3.2167,0.063665
3.225,0.051412
3.2333,0.033262
3.2417,0.048922
3.25,0.016214
3.2583,-0.000803
3.2667,-0.003053
3.275,0.024374
3.2833,0.003233
3.2917,0.011942
3.3,0.018178
3.3083,0.019997
3.3167,0.024116
3.325,0.00363
3.3333,0.01143
3.3417,-0.008875
3.35,0.019048
3.3583,0.006391
3.3667,0.006044
3.375,0.019924
3.3833,0.004177
3.3917,0.001456
3.4,0.002589
3.4083,0.00553
3.4167,0.015677
3.425,-0.009638
3.4333,-0.001928
3.4417,0.003689
3.45,0.008758
3.4583,-0.007517
3.4667,0.00142
3.475,0.012311
3.4833,0.003296
3.4917,0.006761
3.5,0.007814
3.5083,0.000872
3.5167,-0.007928
3.525,-0.009812
3.5333,0.009487
3.5417,-0.010256
3.55,0.019292
3.5583,0.007742
3.5667,-0.000945
3.575,0.001908
3.5833,0.004705
3.5917,0.001452
3.6,0.009387
3.6083,0.021234
3.6167,0.008514
3.625,0.039227
3.6333,0.035246
3.6417,0.061495
3.65,0.085757
3.6583,0.088301
3.6667,0.101745
3.675,0.097407
3.6833,0.088466
3.6917,0.074205
3.7,0.054922
3.7083,0.049008
3.7167,0.025514
3.725,0.012711
3.7333,0.019329
3.7417,0.020084
3.75,0.018242
3.7583,0.018964
3.7667,0.0192
3.775,-0.00771
3.7833,-0.008263
3.7917,-0.057693
3.8,-0.156139
3.8083,0.015526
3.8167,0.4675
3.825,0.84062
3.8333,0.860783
3.8417,0.514424
3.85,0.1909
3.8583,0.049545
3.8667,0.012579
3.875,0.010202
3.8833,0.020462
3.8917,0.003657
3.9,0.012018
3.9083,0.025315
3.9167,0.000458
3.925,0.027492
3.9333,-0.001657
3.9417,0.019578
3.95,0.00624
3.9583,0.048363
3.9667,0.034515
3.975,0.043775
3.9833,0.069778
3.9917,0.101656
4,0.105027
4.0083,0.152364
4.0167,0.168498
4.025,0.178729
4.0333,0.181185
4.0417,0.173566
4.05,0.191042
4.0583,0.182238
4.0667,0.142103
4.075,0.150244
4.0833,0.121521
4.0917,0.093591
4.1,0.085342
4.1083,0.073628
4.1167,0.053832
4.125,0.033155
4.1333,0.022083
4.1417,0.034921
4.15,-0.001007
4.1583,0.004178
4.1667,0.014117
4.175,0.021484
4.1833,0.022237
4.1917,-0.003783
4.2,0.012726
4.2083,-0.001695
4.2167,0.02604
4.225,0.000252
4.2333,0.001918
4.2417,0.005287
4.25,-0.005202
4.2583,0.009487
4.2667,0.005741
4.275,0.004154
4.2833,-0.003334
4.2917,0.016441
4.3,0.016627
4.3083,0.020785
4.3167,0.017692
4.325,0.019442
4.3333,0.00934
4.3417,0.026371
4.35,-0.000884
4.3583,0.006774
4.3667,0.025539
4.375,0.007868
4.3833,0.013255
4.3917,-0.005075
4.4,0.008447
4.4083,0.002518
4.4167,0.020121
4.425,0.00677
4.4333,0.02335
4.4417,0.006379
4.45,0.011124
4.4583,0.016123
4.4667,0.015301
4.475,0.02811
4.4833,0.02937
4.4917,0.018705
4.5,0.01068
4.5083,0.035058
4.5167,0.031893
4.525,0.068556
4.5333,0.075119
4.5417,0.078712
4.55,0.092498
4.5583,0.076867
4.5667,0.095619
4.575,0.054268
4.5833,0.039204
4.5917,0.027004
4.6,0.014384
4.6083,0.013168
4.6167,0.011963
4.625,0.007137
4.6333,0.023837
4.6417,0.000523
4.65,-0.002471
4.6583,-0.008775
4.6667,-0.00191
4.675,-0.08159
4.6833,-0.179831
4.6917,0.042378
4.7,0.519454
4.7083,0.895908
4.7167,0.839245
4.725,0.458812
4.7333,0.176755
4.7417,0.040457
4.75,0.018158
4.7583,0.002223
4.7667,-0.005852
4.775,0.008239
4.7833,0.007155
4.7917,0.020453
4.8,-0.000255
4.8083,0.026825
4.8167,0.027748
4.825,0.011648
4.8333,0.026699
4.8417,0.031772
4.85,0.039716
4.8583,0.04471
4.8667,0.087098
4.875,0.109306
4.8833,0.137794
4.8917,0.159815
4.9,0.153302
4.9083,0.166624
4.9167,0.1924
4.925,0.207694
4.9333,0.189106
4.9417,0.157155
4.95,0.1699
4.9583,0.12811
4.9667,0.130232
4.975,0.087957
4.9833,0.065942
4.9917,0.074562
5,0.053131
5.0083,0.040094
5.0167,0.014356
5.025,0.028135
5.0333,0.002998
5.0417,0.003011
5.05,0.028166
5.0583,0.011555
5.0667,-0.005029
5.075,0.027883
5.0833,0.027964
5.0917,0.021441
5.1,0.026495
5.1083,-0.004571
5.1167,0.002572
5.125,0.024635
5.1333,-0.005217
5.1417,0.019833
5.15,0.02556
5.1583,0.015944
5.1667,-0.001851
5.175,0.015577
5.1833,-0.003957
5.1917,0.027871
5.2,0.023726
5.2083,0.001842
5.2167,0.023186
5.225,0.005884
5.2333,0.02045
5.2417,0.006452
5.25,0.015714
5.2583,0.013851
5.2667,0.013994
5.275,0.005376
5.2833,0.004025
5.2917,0.00209
5.3,0.011426
5.3083,-0.005141
5.3167,0.028106
5.325,0.005632
5.3333,0.015628
5.3417,0.013852
5.35,-0.00119
5.3583,0.020138
5.3667,0.028564
5.375,0.022952
5.3833,0.041557
5.3917,0.032881
5.4,0.048891
5.4083,0.053685
5.4167,0.074054
5.425,0.070518
5.4333,0.106454
5.4417,0.078877
5.45,0.083446
5.4583,0.080444
5.4667,0.058261
5.475,0.051508
5.4833,0.035668
5.4917,0.031575
5.5,0.008033
5.5083,0.00495
5.5167,0.025764
5.525,0.005779
5.5333,0.023015
5.5417,0.014738
5.55,-0.001991
5.5583,-0.078589
5.5667,-0.172203
5.575,0.096293
5.5833,0.581064
5.5917,0.891241
5.6,0.817681
5.6083,0.435848
5.6167,0.134878
5.625,0.047858
5.6333,0.00363
5.6417,0.024542
5.65,-0.00174
5.6583,0.015872
5.6667,0.027446
5.675,-0.001127
5.6833,0.003942
5.6917,0.03145
5.7,0.02855
5.7083,0.01826
5.7167,0.014041
5.725,0.053229
5.7333,0.055661
5.7417,0.062987
5.75,0.097863
5.7583,0.094612
5.7667,0.109067
5.775,0.159588
5.7833,0.149111
5.7917,0.190362
5.8,0.205438
5.8083,0.178506
5.8167,0.200759
5.825,0.173469
5.8333,0.146734
5.8417,0.129915
5.85,0.101825
5.8583,0.094207
5.8667,0.089238
5.875,0.050036
5.8833,0.036355
5.8917,0.017884
5.9,0.016795
5.9083,0.005413
5.9167,0.010101
5.925,0.01467
5.9333,0.006426
5.9417,0.024233
5.95,0.013257
5.9583,0.006752
5.9667,0.006457
5.975,0.023157
5.9833,0.015061
5.9917,0.001386
6,0.021874
6.0083,0.015435
6.0167,0.000196
6.025,-0.003516
6.0333,0.017071
6.0417,-0.001014
6.05,-0.002368
6.0583,0.004405
6.0667,0.019499
6.075,0.019106
6.0833,0.009849
6.0917,0.007688
6.1,0.012884
6.1083,0.024889
6.1167,0.025249
6.125,-0.005679
6.1333,0.0144
6.1417,0.013959
6.15,0.00025
6.1583,0.028759
6.1667,0.006279
6.175,0.027753
6.1833,0.000697
6.1917,0.01761
6.2,-0.001315
6.2083,0.004884
6.2167,0.016157
6.225,0.025331
6.2333,0.024759
6.2417,0.010951
6.25,0.010739
6.2583,0.01575
6.2667,0.018138
6.275,0.05279
6.2833,0.059847
6.2917,0.081319
6.3,0.070322
6.3083,0.101152
6.3167,0.082881
6.325,0.074679
6.3333,0.093739
6.3417,0.084622
6.35,0.057801
6.3583,0.046926
6.3667,0.025285
6.375,0.02151
6.3833,0.020541
6.3917,0.010826
6.4,0.02355
6.4083,0.01151
6.4167,-0.004741
6.425,0.000312
6.4333,-0.023718
6.4417,-0.103495
6.45,-0.152158
6.4583,0.158043
6.4667,0.633911
6.475,0.916781
6.4833,0.769899
6.4917,0.387272
6.5,0.13657
6.5083,0.015034
6.5167,0.022008
6.525,0.017449
6.5333,0.01243
6.5417,0.011196
6.55,0.018989
6.5583,0.008735
6.5667,0.026351
6.575,0.025816
6.5833,0.029752
6.5917,0.040759
6.6,0.021459
6.6083,0.040121
6.6167,0.054951
6.625,0.078565
6.6333,0.079886
6.6417,0.118622
6.65,0.142723
6.6583,0.138578
6.6667,0.182449
6.675,0.186452
6.6833,0.198453
6.6917,0.183367
6.7,0.193253
6.7083,0.175594
6.7167,0.165897
6.725,0.11954
6.7333,0.106587
6.7417,0.096156
6.75,0.078236
6.7583,0.070569
6.7667,0.048897
6.775,0.051345
6.7833,0.038572
6.7917,0.028638
6.8,0.014383
6.8083,0.007816
6.8167,0.001428
6.825,0.022222
6.8333,0.014592
6.8417,0.004923
6.85,0.017883
6.8583,0.012443
6.8667,0.022086
6.875,0.022039
6.8833,0.007056
6.8917,-0.002751
6.9,0.029738
6.9083,0.007975
6.9167,0.001233
6.925,0.025041
6.9333,0.012885
6.9417,0.022561
6.95,0.017928
6.9583,0.019659
6.9667,0.012987
6.975,0.00846
6.9833,0.003686
6.9917,0.026089
7,0.004651
7.0083,0.010671
7.0167,0.003507
7.025,0.017331
7.0333,-0.003122
7.0417,0.002195
7.05,0.006362
7.0583,0.010131
7.0667,0.015373
7.075,0.005844
7.0833,0.015681
7.0917,0.01525
7.1,0.030989
7.1083,0.032449
7.1167,0.022082
7.125,0.015549
7.1333,0.005077
7.1417,0.019694
7.15,0.042051
7.1583,0.045895
7.1667,0.037105
7.175,0.067054
7.1833,0.082529
7.1917,0.082211
7.2,0.103579
7.2083,0.102076
7.2167,0.087661
7.225,0.07997
7.2333,0.066031
7.2417,0.042507
7.25,0.026121
7.2583,0.01808
7.2667,0.014912
7.275,-0.000607
7.2833,0.015133
7.2917,0.022891
7.3,0.000527
7.3083,0.014491
7.3167,-0.030077
7.325,-0.101116
7.3333,-0.11268
7.3417,0.212267
7.35,0.68136
7.3583,0.919193
7.3667,0.744254
7.375,0.361004
7.3833,0.089536
7.3917,0.02984
7.4,0.00315
7.4083,0.032587
7.4167,-0.002294
7.425,0.009456
7.4333,0.030849
7.4417,0.024975
7.45,0.024357
7.4583,0.033988
7.4667,0.020717
7.475,0.037263
7.4833,0.018555
7.4917,0.050529
7.5,0.065363
7.5083,0.056993
7.5167,0.09648
7.525,0.125
7.5333,0.124128
7.5417,0.1563
7.55,0.165839
7.5583,0.181017
7.5667,0.181047
7.575,0.188373
7.5833,0.192163
7.5917,0.19198
7.6,0.160249
7.6083,0.124107
7.6167,0.123975
7.625,0.087095
7.6333,0.072795
7.6417,0.076351
7.65,0.06297
7.6583,0.063041
7.6667,0.040285
7.675,0.034309
7.6833,0.053012
7.6917,0.054945
7.7,0.050229
7.7083,0.033806
7.7167,0.050632
7.725,0.053361
7.7333,0.046521
7.7417,0.042629
7.75,0.06122
7.7583,0.060288
7.7667,0.040235
7.775,0.036952
7.7833,0.06157
7.7917,0.059465
7.8,0.056942
7.8083,0.055163
7.8167,0.039447
7.825,0.043293
7.8333,0.036799
7.8417,0.047711
7.85,0.066961
7.8583,0.067263
7.8667,0.051607
7.875,0.051206
7.8833,0.03285
7.8917,0.047792
7.9,0.056479
7.9083,0.054997
7.9167,0.041795
7.925,0.048853
7.9333,0.031381
7.9417,0.040007
7.95,0.021607
7.9583,0.020389
7.9667,0.032661
7.975,0.038257
7.9833,0.009931
7.9917,0.022082
8,0.02296
8.0083,0.029006
8.0167,0.02915
8.025,0.020672
8.0333,0.035192
8.0417,0.052681
8.05,0.05893
8.0583,0.086788
8.0667,0.097641
8.075,0.102453
8.0833,0.08275
8.0917,0.086729
8.1,0.077531
8.1083,0.056503
8.1167,0.046978
8.125,0.024361
8.1333,0.025052
8.1417,0.015048
8.15,0.033027
8.1583,0.031814
8.1667,0.011649
8.175,0.003584
8.1833,0.027757
8.1917,0.006608
8.2,-0.004654
8.2083,-0.12711
8.2167,-0.117027
8.225,0.255212
8.2333,0.71826
8.2417,0.929581
8.25,0.695585
8.2583,0.311873
8.2667,0.074075
8.275,0.022568
8.2833,0.020799
8.2917,0.023377
8.3,-0.000691
8.3083,0.024213
8.3167,0.003621
8.325,0.008089
8.3333,0.021961
8.3417,0.038484
8.35,0.009959
8.3583,0.047773
8.3667,0.030083
8.375,0.048802
8.3833,0.069759
8.3917,0.090374
8.4,0.112656
8.4083,0.135174
8.4167,0.151013
8.425,0.177626
8.4333,0.186948
8.4417,0.20463
8.45,0.18569
8.4583,0.17839
8.4667,0.194645
8.475,0.161775
8.4833,0.152813
8.4917,0.146841
8.5,0.103556
8.5083,0.09082
8.5167,0.069918
8.525,0.06706
8.5333,0.042176
8.5417,0.034515
8.55,0.032178
8.5583,0.006716
8.5667,0.029086
8.575,0.036689
8.5833,0.010873
8.5917,0.025308
8.6,0.0335
8.6083,0.027401
8.6167,0.022783
8.625,0.002477
8.6333,0.035003
8.6417,0.03318
8.65,0.030969
8.6583,0.01608
8.6667,0.0084
8.675,0.020402
8.6833,0.029998
8.6917,0.010215
8.7,0.031426
8.7083,0.0289
8.7167,0.025409
8.725,0.023652
8.7333,0.016237
8.7417,0.029979
8.75,0.022261
8.7583,0.032202
8.7667,0.026396
8.775,0.003954
8.7833,0.034617
8.7917,0.020678
8.8,0.026465
8.8083,0.012135
8.8167,0.013539
8.825,0.018893
8.8333,0.026008
8.8417,0.016842
8.85,0.027113
8.8583,0.029728
8.8667,0.007786
8.875,0.025906
8.8833,0.009638
8.8917,0.031689
8.9,0.040682
8.9083,0.02914
8.9167,0.026386
8.925,0.031112
8.9333,0.043478
8.9417,0.057666
8.95,0.082771
8.9583,0.093536
8.9667,0.103813
8.975,0.102042
8.9833,0.09999
8.9917,0.073698
9,0.064671
9.0083,0.049892
9.0167,0.042947
9.025,0.019239
9.0333,0.038206
9.0417,0.007824
9.05,0.032431
9.0583,0.002943
9.0667,0.019743
9.075,0.010826
9.0833,-0.022188
9.0917,-0.154251
9.1,-0.061654
9.1083,0.318001
9.1167,0.762864
9.125,0.940122
9.1333,0.647763
9.1417,0.282517
9.15,0.062935
9.1583,0.041894
9.1667,0.027888
9.175,0.02834
9.1833,0.03366
9.1917,0.024111
9.2,0.022321
9.2083,0.024373
9.2167,0.030659
9.225,0.026425
9.2333,0.018828
9.2417,0.043884
9.25,0.025162
9.2583,0.036603
9.2667,0.066301
9.275,0.076528
9.2833,0.089581
9.2917,0.10982
9.3,0.133593
9.3083,0.160731
9.3167,0.17815
9.325,0.181839
9.3333,0.206849
9.3417,0.194005
9.35,0.183282
9.3583,0.172667
9.3667,0.153336
9.375,0.128616
9.3833,0.112928
9.3917,0.085278
9.4,0.067265
9.4083,0.057694
9.4167,0.028011
9.425,0.030652
9.4333,0.031284
9.4417,0.043536
9.45,0.006559
9.4583,0.018016
9.4667,0.017918
9.475,0.019249
9.4833,0.007841
9.4917,0.001947
9.5,0.006409
9.5083,0.012668
9.5167,0.02635
9.525,0.006481
9.5333,0.022655
9.5417,0.014478
9.55,0.027549
9.5583,0.021039
9.5667,0.034417
9.575,0.031395
9.5833,0.004002
9.5917,0.007854
9.6,0.004109
9.6083,0.00326
9.6167,0.005764
9.625,0.020239
9.6333,0.03323
9.6417,0.007162
9.65,0.008584
9.6583,0.00422
9.6667,0.023393
9.675,0.023732
9.6833,0.016157
9.6917,0.023796
9.7,0.034682
9.7083,0.001667
9.7167,0.002254
9.725,0.009677
9.7333,0.028015
9.7417,0.03328
9.75,0.023368
9.7583,0.016526
9.7667,0.01244
9.775,0.024822
9.7833,0.03522
9.7917,0.017428
9.8,0.02504
9.8083,0.057405
9.8167,0.08081
9.825,0.06648
9.8333,0.078078
9.8417,0.103136
9.85,0.112171
9.8583,0.090776
9.8667,0.088649
9.875,0.052312
9.8833,0.05582
9.8917,0.044431
9.9,0.050127
9.9083,0.028921
9.9167,0.017001
9.925,0.01537
9.9333,0.018335
9.9417,0.016293
9.95,0.002338
9.9583,0.008635
9.9667,-0.030093
9.975,-0.137282
9.9833,-0.031976
9.9917,0.37206
10,0.800108
10.0083,0.909457
10.0167,0.612489
10.025,0.23187
10.0333,0.077983
10.0417,0.015105
10.05,0.027766
10.0583,0.01657
10.0667,0.008807
10.075,0.019119
10.0833,0.016319
10.0917,0.030226
10.1,0.005992
10.1083,0.012637
10.1167,0.031261
10.125,0.035041
10.1333,0.035163
10.1417,0.039682
10.15,0.069008
10.1583,0.084438
10.1667,0.098409
10.175,0.132374
10.1833,0.150444
10.1917,0.165793
10.2,0.182856
10.2083,0.188958
10.2167,0.198108
10.225,0.185463
10.2333,0.171696
10.2417,0.174309
10.25,0.161701
10.2583,0.141426
10.2667,0.092585
10.275,0.096245
10.2833,0.060515
10.2917,0.051063
10.3,0.054046
10.3083,0.053823
10.3167,0.039805
10.325,0.01178
10.3333,0.010695
10.3417,0.009584
10.35,0.030606
10.3583,0.009004
10.3667,0.027025
10.375,0.013251
10.3833,0.009424
10.3917,0.02528
10.4,0.013018
10.4083,0.033696
10.4167,0.01269
10.425,0.00854
10.4333,0.01095
10.4417,0.022392
10.45,0.038707
10.4583,0.018289
10.4667,0.027841
10.475,0.034442
10.4833,0.005539
10.4917,0.003699
10.5,0.032365
10.5083,0.01345
10.5167,0.030322
10.525,0.008239
10.5333,0.0335
10.5417,0.011828
10.55,0.032773
10.5583,0.015404
10.5667,0.024873
10.575,0.012703
10.5833,0.023355
10.5917,0.022088
10.6,0.017114
10.6083,0.028759
10.6167,0.006545
10.625,0.036132
10.6333,0.03441
10.6417,0.019221
10.65,0.040515
10.6583,0.039496
10.6667,0.035451
10.675,0.02868
10.6833,0.029266
10.6917,0.043511
10.7,0.083245
10.7083,0.081963
10.7167,0.08769
10.725,0.098222
10.7333,0.089288
10.7417,0.083466
10.75,0.100466
10.7583,0.076659
10.7667,0.046256
10.775,0.05709
10.7833,0.033496
10.7917,0.036443
10.8,0.018059
10.8083,0.039072
10.8167,0.02049
10.825,0.021854
10.8333,0.02847
10.8417,0.014792
10.85,-0.040145
10.8583,-0.159229
10.8667,-0.000567
10.875,0.426553
10.8833,0.858538
10.8917,0.915914
10.9,0.551144
10.9083,0.230937
10.9167,0.056322
10.925,0.016874
10.9333,0.032648
10.9417,0.024628
10.95,0.014053
10.9583,0.008693
10.9667,0.032912
10.975,0.006776
10.9833,0.035018
10.9917,0.018772
11,0.034467
11.0083,0.041488
11.0167,0.050619
11.025,0.041554
11.0333,0.0816
11.0417,0.085309
11.05,0.091664
11.0583,0.128447
11.0667,0.154665
11.075,0.172685
11.0833,0.204889
11.0917,0.214885
11.1,0.19271
11.1083,0.190222
11.1167,0.186128
11.125,0.188159
11.1333,0.137306
11.1417,0.140971
11.15,0.114231
11.1583,0.101136
11.1667,0.089061
11.175,0.043146
11.1833,0.048269
11.1917,0.052313
11.2,0.041061
11.2083,0.010714
11.2167,0.018569
11.225,0.038484
11.2333,0.031026
11.2417,0.014193
11.25,0.023634
11.2583,0.03957
11.2667,0.030634
11.275,0.027307
11.2833,0.037948
11.2917,0.012969
11.3,0.018917
11.3083,0.033766
11.3167,0.035921
11.325,0.029998
11.3333,0.022623
11.3417,0.021076
11.35,0.038761
11.3583,0.01608
11.3667,0.025456
11.375,0.018815
11.3833,0.033027
11.3917,0.019376
11.4,0.021298
11.4083,0.008209
11.4167,0.024415
11.425,0.028646
11.4333,0.031787
11.4417,0.015679
11.45,0.015234
11.4583,0.034744
11.4667,0.006919
11.475,0.030107
11.4833,0.03836
11.4917,0.019393
11.5,0.03455
11.5083,0.036138
11.5167,0.00536
11.525,0.031138
11.5333,0.010975
11.5417,0.035223
11.55,0.031273
11.5583,0.050663
11.5667,0.05996
11.575,0.055483
11.5833,0.054854
11.5917,0.103039
11.6,0.104145
11.6083,0.093645
11.6167,0.113636
11.625,0.106056
11.6333,0.09813
11.6417,0.057754
11.65,0.054875
11.6583,0.053877
11.6667,0.020259
11.675,0.018283
11.6833,0.031999
11.6917,0.019197
11.7,0.039195
11.7083,0.010573
11.7167,0.033139
11.725,0.004869
11.7333,-0.040958
11.7417,-0.150974
11.75,0.027022
11.7583,0.490433
11.7667,0.871761
11.775,0.871801
11.7833,0.49868
11.7917,0.203278
11.8,0.042414
11.8083,0.040961
11.8167,0.031669
11.825,0.035157
11.8333,0.041694
11.8417,0.031576
11.85,0.007979
11.8583,0.015931
11.8667,0.033151
11.875,0.018372
11.8833,0.018938
11.8917,0.048755
11.9,0.032725
11.9083,0.078734
11.9167,0.071758
11.925,0.081176
